sensor_name,sensor_type,tracker,velocity_scale,mean_velocity_px_s,power_mW,required_fps,actual_fps,contrast_threshold,fps_fraction,price,mota,motp,idf1,id_switches,num_gt,num_pred
AR0234 (ON Semi),CIS,centroid,1,21.0,40.0,3.5,15.0,,0.12,~$20-40,0.4665402244349613,0.08716848741419539,0.6200787243843368,9.6,12654.0,5913.2
AR0234 (ON Semi),CIS,centroid,100,2096.9,40.0,348.3,15.0,,0.12,~$20-40,0.1712343922870239,0.0810345678432978,0.2429612903624092,87.4,12654.0,2445.8
AR0234 (ON Semi),CIS,centroid,20,419.4,40.0,69.7,15.0,,0.12,~$20-40,0.17700331910858222,0.16412796887942965,0.2839483523619296,345.2,12654.0,5056.2
AR0234 (ON Semi),CIS,sort,10,209.7,20.0,34.8,5.0,,0.04,~$20-40,0.04619883040935675,0.10453028363478259,0.06305078698506647,101.8,12654.0,814.4
AR0234 (ON Semi),CIS,centroid,50,1048.5,40.0,174.2,15.0,,0.12,~$20-40,0.155413308044887,0.1052634853927005,0.22570997613894006,196.8,12654.0,3120.2
AR0234 (ON Semi),CIS,centroid,200,4193.8,40.0,696.7,15.0,,0.12,~$20-40,0.17455350086929036,0.07629060015076312,0.249807614299885,65.0,12654.0,2277.0
AR0234 (ON Semi),CIS,centroid,10,209.7,40.0,34.8,15.0,,0.12,~$20-40,0.30678046467520154,0.1759243524774341,0.40881468596124454,231.0,12654.0,5755.4
IMX327 (Sony),CIS,sort,100,2096.9,86.25,348.3,15.0,,0.25,~$15-25,0.18784574047731945,0.053840085133553026,0.2808065905562506,52.0,12654.0,2501.0
IMX327 (Sony),CIS,sort,50,1048.5,86.25,174.2,15.0,,0.25,~$15-25,0.18830409356725147,0.07623350813842988,0.27667371748607217,118.6,12654.0,2884.6
AR0234 (ON Semi),CIS,sort,2,41.9,20.0,7.0,5.0,,0.04,~$20-40,0.10202307570728622,0.14410330954483058,0.11982826614690611,136.4,12654.0,1511.4
AR0234 (ON Semi),CIS,sort,5,104.8,20.0,17.4,5.0,,0.04,~$20-40,0.056962225383278,0.13521417850461262,0.07262412927197087,151.6,12654.0,1043.2
AR0234 (ON Semi),CIS,sort,1,21.0,20.0,3.5,5.0,,0.04,~$20-40,0.12214319582740636,0.11632179198000163,0.14239120425725066,107.2,12654.0,1662.4
AR0234 (ON Semi),CIS,iou,1,21.0,40.0,3.5,15.0,,0.12,~$20-40,0.46668247194562984,0.08716668319650987,0.6250779676488811,7.8,12654.0,5913.2
AR0234 (ON Semi),CIS,iou,5,104.8,40.0,17.4,15.0,,0.12,~$20-40,0.4134028765607713,0.15046039350638915,0.47914257116082243,135.2,12654.0,5691.2
AR0234 (ON Semi),CIS,iou,2,41.9,40.0,7.0,15.0,,0.12,~$20-40,0.46374269005847946,0.1079806200768664,0.5901504648761441,18.0,12654.0,5896.6
AR0234 (ON Semi),CIS,iou,200,4193.8,40.0,696.7,15.0,,0.12,~$20-40,0.1740951477793583,0.0763702987002945,0.2531080969759419,49.6,12654.0,2255.0
AR0234 (ON Semi),CIS,iou,10,209.7,40.0,34.8,15.0,,0.12,~$20-40,0.3086612928718192,0.16961934061452524,0.35694439628148966,306.4,12654.0,5248.2
AR0234 (ON Semi),CIS,iou,50,1048.5,40.0,174.2,15.0,,0.12,~$20-40,0.1710447289394658,0.09947570437641026,0.2397122130962223,130.0,12654.0,2769.2
AR0234 (ON Semi),CIS,iou,20,419.4,40.0,69.7,15.0,,0.12,~$20-40,0.2015015015015015,0.15505087811305968,0.277788869770353,326.6,12654.0,4341.6
IMX327 (Sony),CIS,sort,20,419.4,86.25,69.7,15.0,,0.25,~$15-25,0.21910858226647703,0.12935089590978205,0.30398117294431837,328.0,12654.0,4299.4
IMX462 (Sony),CIS,centroid,2,41.9,24.42,7.0,5.0,,0.04,~$20-30,0.13742690058479531,0.1501689276349961,0.23815051010656435,39.8,12654.0,2022.4
IMX462 (Sony),CIS,centroid,1,21.0,24.42,3.5,5.0,,0.04,~$20-30,0.15768926821558402,0.11615337176956335,0.26719089490405185,15.0,12654.0,2039.6
IMX327 (Sony),CIS,sort,1,21.0,86.25,3.5,15.0,,0.25,~$15-25,0.49794531373478745,0.06156101838818333,0.6648377736744923,0.0,12654.0,6301.0
AR0234 (ON Semi),CIS,iou,500,10484.5,40.0,1741.7,15.0,,0.12,~$20-40,0.17445866919551128,0.07651968236471986,0.2539155621172118,47.4,12654.0,2255.0
AR0234 (ON Semi),CIS,iou,100,2096.9,40.0,348.3,15.0,,0.12,~$20-40,0.17477477477477474,0.08024853739545217,0.25415310212827935,58.8,12654.0,2357.2
IMX462 (Sony),CIS,centroid,5,104.8,24.42,17.4,5.0,,0.04,~$20-30,0.07834676782045202,0.15472346867726253,0.15674958298603747,115.6,12654.0,1779.4
IMX327 (Sony),CIS,sort,5,104.8,86.25,17.4,15.0,,0.25,~$15-25,0.46081871345029235,0.12397836850814034,0.5505506177393851,83.4,12654.0,6097.4
IMX327 (Sony),CIS,sort,10,209.7,86.25,34.8,15.0,,0.25,~$15-25,0.33981349770823455,0.1441987511932729,0.3840720537693875,286.2,12654.0,5384.6
IMX462 (Sony),CIS,centroid,20,419.4,24.42,69.7,5.0,,0.04,~$20-30,0.05427532795953849,0.06957842462911246,0.09264684333984861,54.0,12654.0,859.6
IMX462 (Sony),CIS,centroid,10,209.7,24.42,34.8,5.0,,0.04,~$20-30,0.05729413624150468,0.11148029874767311,0.11755540641947833,103.4,12654.0,1266.4
IMX462 (Sony),CIS,centroid,200,4193.8,24.42,696.7,5.0,,0.04,~$20-30,0.049486328433696866,0.05829551157812065,0.07404853004155301,57.0,12654.0,683.2
IMX462 (Sony),CIS,centroid,50,1048.5,24.42,174.2,5.0,,0.04,~$20-30,0.04977082345503399,0.05873152580983275,0.07527868378053995,56.2,12654.0,688.4
IMX462 (Sony),CIS,centroid,100,2096.9,24.42,348.3,5.0,,0.04,~$20-30,0.0494705231547337,0.05759078917776948,0.07401853379209607,57.2,12654.0,683.2
IMX327 (Sony),CIS,sort,2,41.9,86.25,7.0,15.0,,0.25,~$15-25,0.4973447131341868,0.07987375622094853,0.6603699667237416,1.6,12654.0,6297.8
IMX462 (Sony),CIS,centroid,500,10484.5,24.42,1741.7,5.0,,0.04,~$20-30,0.049517938991623246,0.05846475690797498,0.07401853379209607,56.6,12654.0,683.2
IMX462 (Sony),CIS,iou,10,209.7,24.42,34.8,5.0,,0.04,~$20-30,0.06081871345029242,0.09545050755578306,0.10340563072861975,80.2,12654.0,1005.0
IMX462 (Sony),CIS,iou,1,21.0,24.42,3.5,5.0,,0.04,~$20-30,0.1519993677888415,0.11193217013840726,0.24349060650564916,35.2,12654.0,1976.6
IMX462 (Sony),CIS,iou,500,10484.5,24.42,1741.7,5.0,,0.04,~$20-30,0.04939149675991783,0.05848352323995772,0.074106299102122,53.2,12654.0,678.2
IMX462 (Sony),CIS,iou,200,4193.8,24.42,696.7,5.0,,0.04,~$20-30,0.04935988620199148,0.05823938568103241,0.07410963451934091,53.0,12654.0,677.6
IMX462 (Sony),CIS,iou,20,419.4,24.42,69.7,5.0,,0.04,~$20-30,0.053911806543385454,0.0667765987298534,0.08745955597207818,49.2,12654.0,778.2
IMX462 (Sony),CIS,iou,100,2096.9,24.42,348.3,5.0,,0.04,~$20-30,0.049296665086138766,0.05759996303594676,0.07404962851874083,53.8,12654.0,677.6
IMX462 (Sony),CIS,iou,2,41.9,24.42,7.0,5.0,,0.04,~$20-30,0.12941362415046626,0.1404170010629401,0.20231455793571196,73.0,12654.0,1838.2
IMX462 (Sony),CIS,iou,5,104.8,24.42,17.4,5.0,,0.04,~$20-30,0.07725620357199306,0.1329947846603444,0.1298414588597537,122.8,12654.0,1378.4
IMX462 (Sony),CIS,iou,50,1048.5,24.42,174.2,5.0,,0.04,~$20-30,0.04972340761814446,0.05881080584503492,0.07539808570635016,52.0,12654.0,683.2
AR0234 (ON Semi),CIS,sort,200,4193.8,40.0,696.7,15.0,,0.12,~$20-40,0.17409514777935828,0.06183794521631984,0.25252883780709656,50.0,12654.0,2254.2
AR0234 (ON Semi),CIS,sort,500,10484.5,40.0,1741.7,15.0,,0.12,~$20-40,0.17431642168484274,0.06127998277201474,0.2554115356888091,48.0,12654.0,2253.8
AR0234 (ON Semi),CIS,sort,100,2096.9,40.0,348.3,15.0,,0.12,~$20-40,0.17540698593330173,0.06760412738815814,0.2567823105070831,56.2,12654.0,2340.6
IMX462 (Sony),CIS,centroid,5,104.8,49.25,17.4,15.0,,0.12,~$20-30,0.45399083293820136,0.14457124012698727,0.5892843003372286,66.4,12654.0,6285.6
IMX462 (Sony),CIS,centroid,500,10484.5,49.25,1741.7,15.0,,0.12,~$20-30,0.1874348032242769,0.058484469794736746,0.2783628521968209,53.8,12654.0,2425.6
IMX462 (Sony),CIS,sort,500,10484.5,24.42,1741.7,5.0,,0.04,~$20-30,0.04921763869132292,0.053362634754166485,0.07402517137597522,53.8,12654.0,676.6
IMX462 (Sony),CIS,sort,100,2096.9,24.42,348.3,5.0,,0.04,~$20-30,0.049138612296507046,0.05260422102235579,0.07405851462865717,54.2,12654.0,676.0
AR0234 (ON Semi),CIS,sort,50,1048.5,40.0,174.2,15.0,,0.12,~$20-40,0.17322585743638375,0.08832971689002565,0.24947933521255533,128.0,12654.0,2678.8
IMX462 (Sony),CIS,centroid,2,41.9,49.25,7.0,15.0,,0.12,~$20-30,0.4962067330488383,0.0966629887166082,0.6404009496175151,10.0,12654.0,6301.0
IMX462 (Sony),CIS,centroid,1,21.0,49.25,3.5,15.0,,0.12,~$20-30,0.49747115536589226,0.07380002731260149,0.6558480611975732,6.0,12654.0,6301.0
IMX462 (Sony),CIS,centroid,10,209.7,49.25,34.8,15.0,,0.12,~$20-30,0.3261735419630156,0.16630440395816495,0.438261994761581,229.0,12654.0,6115.2
IMX462 (Sony),CIS,centroid,100,2096.9,49.25,348.3,15.0,,0.12,~$20-30,0.18408408408408408,0.06363365805841173,0.26065379738378713,78.0,12654.0,2600.2
IMX462 (Sony),CIS,centroid,50,1048.5,49.25,174.2,15.0,,0.12,~$20-30,0.16642958748221906,0.08919063889270688,0.2594555898429125,189.4,12654.0,3356.2
IMX462 (Sony),CIS,centroid,200,4193.8,49.25,696.7,15.0,,0.12,~$20-30,0.18727675043464515,0.05842361858137052,0.2756665456016241,54.6,12654.0,2428.0
IMX462 (Sony),CIS,centroid,20,419.4,49.25,69.7,15.0,,0.12,~$20-30,0.1879247668721353,0.15247293292586073,0.3131151995084166,354.8,12654.0,5393.2
IMX462 (Sony),CIS,sort,50,1048.5,24.42,174.2,5.0,,0.04,~$20-30,0.04943891259680733,0.05406124415536252,0.07502165350843122,53.2,12654.0,680.8
IMX462 (Sony),CIS,sort,20,419.4,24.42,69.7,5.0,,0.04,~$20-30,0.052852852852852836,0.06388307827667009,0.08310216249706168,54.0,12654.0,760.8
IMX462 (Sony),CIS,sort,200,4193.8,24.42,696.7,5.0,,0.04,~$20-30,0.04912280701754388,0.05323319527544088,0.07406073974172485,54.0,12654.0,675.6
IMX462 (Sony),CIS,sort,10,209.7,24.42,34.8,5.0,,0.04,~$20-30,0.05909593804330646,0.0863254351006199,0.09710117038087815,75.8,12654.0,952.4
IMX462 (Sony),CIS,sort,5,104.8,24.42,17.4,5.0,,0.04,~$20-30,0.0727200885095622,0.1194521874262553,0.1228986522998026,118.4,12654.0,1253.0
IMX462 (Sony),CIS,sort,1,21.0,24.42,3.5,5.0,,0.04,~$20-30,0.15672514619883043,0.10814924301701853,0.25684044938371187,16.2,12654.0,2010.2
IMX462 (Sony),CIS,sort,2,41.9,24.42,7.0,5.0,,0.04,~$20-30,0.1278805120910384,0.1337033746758513,0.19572693487357137,77.4,12654.0,1794.8
IMX462 (Sony),CIS,iou,1,21.0,49.25,3.5,15.0,,0.12,~$20-30,0.4977556503872293,0.07380002731260149,0.6597731469269322,2.4,12654.0,6301.0
AR0234 (ON Semi),CIS,sort,2,41.9,40.0,7.0,15.0,,0.12,~$20-40,0.4659554291133238,0.08928397683887504,0.6195478437522619,5.6,12654.0,5904.6
IMX462 (Sony),CIS,iou,2,41.9,49.25,7.0,15.0,,0.12,~$20-30,0.49576418523786947,0.09648947894886069,0.6352163468781905,9.2,12654.0,6292.6
AR0234 (ON Semi),CIS,sort,1,21.0,40.0,3.5,15.0,,0.12,~$20-40,0.46693535640904066,0.07210270454851175,0.6227651529633642,4.2,12654.0,5912.8
AR0234 (ON Semi),CIS,sort,10,209.7,40.0,34.8,15.0,,0.12,~$20-40,0.31816026552868654,0.15275730194866383,0.36535859221337413,272.8,12654.0,5037.2
AR0234 (ON Semi),CIS,sort,5,104.8,40.0,17.4,15.0,,0.12,~$20-40,0.4243243243243243,0.13045560771998507,0.5003926712412355,103.2,12654.0,5657.4
IMX462 (Sony),CIS,iou,5,104.8,49.25,17.4,15.0,,0.12,~$20-30,0.4475580844001897,0.1419378892549742,0.5218053050590021,117.2,12654.0,6110.2
AR0234 (ON Semi),CIS,sort,20,419.4,40.0,69.7,15.0,,0.12,~$20-40,0.20368262999841943,0.1379385901868122,0.27800459087101964,328.6,12654.0,3998.4
IMX462 (Sony),CIS,iou,10,209.7,49.25,34.8,15.0,,0.12,~$20-30,0.3280701754385965,0.1599497874381031,0.38003636485664244,318.2,12654.0,5610.4
IMX462 (Sony),CIS,iou,500,10484.5,49.25,1741.7,15.0,,0.12,~$20-30,0.18730836099257153,0.05853419675373489,0.27706762374146565,43.6,12654.0,2413.8
IMX462 (Sony),CIS,iou,200,4193.8,49.25,696.7,15.0,,0.12,~$20-30,0.1871503082029398,0.05843726767878212,0.27900977659599746,43.2,12654.0,2415.0
IMX462 (Sony),CIS,iou,100,2096.9,49.25,348.3,15.0,,0.12,~$20-30,0.1876718824087245,0.06294063339478917,0.280374021336624,52.0,12654.0,2517.2
IMX462 (Sony),CIS,iou,50,1048.5,49.25,174.2,15.0,,0.12,~$20-30,0.1849375691480955,0.08228606811303792,0.27552892748288976,121.4,12654.0,2974.0
IMX462 (Sony),CIS,iou,20,419.4,49.25,69.7,15.0,,0.12,~$20-30,0.21220167535957007,0.14369481655444288,0.3061045557539901,347.0,12654.0,4663.4
IMX462 (Sony),CIS,sort,500,10484.5,49.25,1741.7,15.0,,0.12,~$20-30,0.18733997155049784,0.046892296940469175,0.28074600119466386,42.4,12654.0,2413.0
IMX462 (Sony),CIS,sort,200,4193.8,49.25,696.7,15.0,,0.12,~$20-30,0.18727675043464515,0.04723200604435539,0.2797532726893007,42.8,12654.0,2415.0
IMX462 (Sony),CIS,sort,100,2096.9,49.25,348.3,15.0,,0.12,~$20-30,0.18784574047731945,0.053840085133553026,0.2808065905562506,52.0,12654.0,2501.0
Lichtsteiner 2008,DVS,centroid,2,41.9,19.64,,,0.01,,N/A (research),-0.3015331120594279,0.3756245676362286,0.12438566022921198,1143.4,12654.0,11563.8
Lichtsteiner 2008,DVS,centroid,5,104.8,20.4,,,0.01,,N/A (research),-0.3039197091828671,0.37543943587905915,0.12141576525984048,1122.0,12654.0,11583.0
Lichtsteiner 2008,DVS,centroid,200,4193.8,43.89,,,0.01,,N/A (research),-0.3760708076497551,0.3833810551467578,0.12095231695752733,249.4,12654.0,9330.2
Lichtsteiner 2008,DVS,centroid,100,2096.9,43.89,,,0.01,,N/A (research),-0.36603445550813973,0.3812056199004417,0.1322095658324983,260.4,12654.0,10309.8
Lichtsteiner 2008,DVS,centroid,1,21.0,19.39,,,0.01,,N/A (research),-0.29829302987197726,0.37419210840891715,0.12644008451985408,1141.8,12654.0,11582.0
Lichtsteiner 2008,DVS,centroid,50,1048.5,31.72,,,0.01,,N/A (research),-0.3102260154891734,0.3795820368356888,0.13944520915352537,367.4,12654.0,10843.8
Lichtsteiner 2008,DVS,centroid,500,10484.5,43.89,,,0.01,,N/A (research),-0.32396080290817136,0.39129847187506284,0.09693438913318955,149.4,12654.0,6904.8
Lichtsteiner 2008,DVS,centroid,10,209.7,21.66,,,0.01,,N/A (research),-0.2866603445550814,0.37670992396972763,0.12359225496237647,947.0,12654.0,11551.6
Lichtsteiner 2008,DVS,centroid,20,419.4,24.17,,,0.01,,N/A (research),-0.2872767504346451,0.38003530357609805,0.12837099884283132,695.0,12654.0,11379.8
Lichtsteiner 2008,DVS,iou,500,10484.5,43.89,,,0.01,,N/A (research),-0.2522680575312154,0.39020582841702683,0.08701158220789709,148.2,12654.0,5853.6
Lichtsteiner 2008,DVS,iou,1,21.0,19.39,,,0.01,,N/A (research),-0.1339339339339339,0.3732276080881399,0.11750124605577275,940.4,12654.0,9141.6
Lichtsteiner 2008,DVS,iou,2,41.9,19.64,,,0.01,,N/A (research),-0.13975027659238187,0.37456958758999676,0.11279167601336668,964.0,12654.0,9108.4
Lichtsteiner 2008,DVS,iou,10,209.7,21.66,,,0.01,,N/A (research),-0.14212106843685784,0.37567660428980704,0.11296752659792877,832.6,12654.0,9282.2
Lichtsteiner 2008,DVS,iou,100,2096.9,43.89,,,0.01,,N/A (research),-0.2865971234392287,0.3810934594491472,0.11361248275885105,279.2,12654.0,8946.2
Lichtsteiner 2008,DVS,iou,20,419.4,24.17,,,0.01,,N/A (research),-0.1673620989410463,0.3789873211129798,0.11522679110631154,658.2,12654.0,9416.0
IMX462 (Sony),CIS,sort,50,1048.5,49.25,174.2,15.0,,0.12,~$20-30,0.18830409356725147,0.07623350813842988,0.27667371748607217,118.6,12654.0,2884.6
Lichtsteiner 2008,DVS,iou,5,104.8,20.4,,,0.01,,N/A (research),-0.14148885727833097,0.37444074283501366,0.11350607758684057,919.8,12654.0,9158.2
Lichtsteiner 2008,DVS,iou,50,1048.5,31.72,,,0.01,,N/A (research),-0.22759601706970128,0.3794888043831797,0.11846642802680718,398.6,12654.0,9329.4
Lichtsteiner 2008,DVS,iou,200,4193.8,43.89,,,0.01,,N/A (research),-0.2880354038248775,0.38265888385003555,0.11227032204812289,253.6,12654.0,7999.2
IMX462 (Sony),CIS,sort,1,21.0,49.25,3.5,15.0,,0.12,~$20-30,0.49794531373478745,0.06156101838818333,0.6648377736744923,0.0,12654.0,6301.0
IMX462 (Sony),CIS,sort,2,41.9,49.25,7.0,15.0,,0.12,~$20-30,0.4973447131341868,0.07987375622094853,0.6603699667237416,1.6,12654.0,6297.8
IMX462 (Sony),CIS,sort,10,209.7,49.25,34.8,15.0,,0.12,~$20-30,0.33981349770823455,0.1441987511932729,0.3840720537693875,286.2,12654.0,5384.6
IMX462 (Sony),CIS,sort,5,104.8,49.25,17.4,15.0,,0.12,~$20-30,0.46081871345029235,0.12397836850814034,0.5505506177393851,83.4,12654.0,6097.4
IMX462 (Sony),CIS,sort,20,419.4,49.25,69.7,15.0,,0.12,~$20-30,0.21910858226647703,0.12935089590978205,0.30398117294431837,328.0,12654.0,4299.4
Lichtsteiner 2008,DVS,centroid,1,21.0,19.22,,,0.03,,N/A (research),-0.29829302987197726,0.37419210840891715,0.12644008451985408,1141.8,12654.0,11582.0
Lichtsteiner 2008,DVS,centroid,5,104.8,19.56,,,0.03,,N/A (research),-0.30594278489015336,0.3755944186411382,0.12154388077722786,1180.0,12654.0,11589.0
Lichtsteiner 2008,DVS,centroid,2,41.9,19.31,,,0.03,,N/A (research),-0.3036194088825668,0.3755307871156507,0.12199066262417857,1144.4,12654.0,11563.2
Lichtsteiner 2008,DVS,centroid,500,10484.5,27.39,,,0.03,,N/A (research),-0.36948000632211164,0.3881755797537852,0.12700809008211533,189.2,12654.0,9357.4
Lichtsteiner 2008,DVS,centroid,200,4193.8,27.39,,,0.03,,N/A (research),-0.3470997313102576,0.38154475759199,0.12800936244902889,322.6,12654.0,10514.8
Lichtsteiner 2008,DVS,centroid,20,419.4,20.82,,,0.03,,N/A (research),-0.29141773352299666,0.37663135532068626,0.12384280357130342,1073.6,12654.0,11556.0
Lichtsteiner 2008,DVS,iou,1,21.0,19.22,,,0.03,,N/A (research),-0.1339339339339339,0.3732276080881399,0.11750124605577275,940.4,12654.0,9141.6
Lichtsteiner 2008,DVS,centroid,10,209.7,19.98,,,0.03,,N/A (research),-0.2997155049786629,0.37585714047230684,0.12056885626059319,1144.2,12654.0,11577.6
Lichtsteiner 2008,DVS,iou,5,104.8,19.56,,,0.03,,N/A (research),-0.14031926663505612,0.37443017627526415,0.11467625467771614,969.0,12654.0,9112.6
Lichtsteiner 2008,DVS,centroid,100,2096.9,27.39,,,0.03,,N/A (research),-0.28806701438280385,0.3762986756327076,0.1386397816613369,472.6,12654.0,11160.2
Lichtsteiner 2008,DVS,iou,2,41.9,19.31,,,0.03,,N/A (research),-0.141220167535957,0.37458484621495336,0.11412122469082461,960.8,12654.0,9119.0
Lichtsteiner 2008,DVS,centroid,50,1048.5,23.33,,,0.03,,N/A (research),-0.28106527580211793,0.3773828006939031,0.1317127102226763,710.6,12654.0,11448.8
Lichtsteiner 2008,DVS,iou,50,1048.5,23.33,,,0.03,,N/A (research),-0.15413308044886992,0.3762852821732773,0.11786443294277571,662.2,12654.0,9379.8
Lichtsteiner 2008,DVS,iou,20,419.4,20.82,,,0.03,,N/A (research),-0.1390232337600758,0.3750626473650532,0.1168811952265976,926.4,12654.0,9223.2
Lichtsteiner 2008,DVS,iou,10,209.7,19.98,,,0.03,,N/A (research),-0.14020862968231387,0.37502938082923026,0.1129011642702817,968.4,12654.0,9177.4
Lichtsteiner 2008,DVS,iou,200,4193.8,27.39,,,0.03,,N/A (research),-0.26334755808440014,0.381124207477598,0.11612139255841913,346.2,12654.0,9073.8
Lichtsteiner 2008,DVS,iou,100,2096.9,27.39,,,0.03,,N/A (research),-0.19538485854275328,0.37524870498175006,0.12185827082568199,497.6,12654.0,9448.4
Lichtsteiner 2008,DVS,iou,500,10484.5,27.39,,,0.03,,N/A (research),-0.29536905326379015,0.38817502741023086,0.11044223940944313,223.0,12654.0,8152.2
Lichtsteiner 2008,DVS,sort,500,10484.5,43.89,,,0.01,,N/A (research),-0.2310731784415995,0.39024128843363826,0.09494321704988012,118.0,12654.0,5651.6
DAVIS346,DVS,centroid,2,41.9,10.05,,,0.01,,"~$3,000 (dev kit)",0.2833570412517781,0.3350210950497694,0.29882844430063626,1341.6,12654.0,11931.2
DAVIS346,DVS,centroid,1,21.0,10.02,,,0.01,,"~$3,000 (dev kit)",0.2833570412517781,0.3350103175193367,0.30017122480273695,1335.4,12654.0,11946.6
DAVIS346,DVS,centroid,5,104.8,10.12,,,0.01,,"~$3,000 (dev kit)",0.2732890785522365,0.3351628774792266,0.29971323956156176,1365.0,12654.0,11953.6
DAVIS346,DVS,centroid,50,1048.5,11.24,,,0.01,,"~$3,000 (dev kit)",0.27874189979453134,0.33453248300391436,0.2977116859954365,1318.8,12654.0,11954.8
DAVIS346,DVS,centroid,200,4193.8,14.98,,,0.01,,"~$3,000 (dev kit)",0.2761182234866445,0.338298060401624,0.3071022470518591,770.8,12654.0,11812.0
DAVIS346,DVS,centroid,100,2096.9,12.49,,,0.01,,"~$3,000 (dev kit)",0.2895685158843054,0.33434194859930766,0.3031484286550565,1112.6,12654.0,11932.0
DAVIS346,DVS,centroid,10,209.7,10.25,,,0.01,,"~$3,000 (dev kit)",0.27071281808123915,0.3341890427327093,0.30221045399961,1411.0,12654.0,11959.0
DAVIS346,DVS,centroid,20,419.4,10.5,,,0.01,,"~$3,000 (dev kit)",0.2817923186344239,0.33515544791292795,0.3061231714730438,1430.8,12654.0,11958.2
Lichtsteiner 2008,DVS,sort,200,4193.8,43.89,,,0.01,,N/A (research),-0.2690058479532164,0.38156726531192786,0.12068010397335434,209.4,12654.0,7819.0
DAVIS346,DVS,centroid,500,10484.5,22.45,,,0.01,,"~$3,000 (dev kit)",0.20594278489015333,0.34593526573331956,0.35128265100244743,472.4,12654.0,11488.8
Lichtsteiner 2008,DVS,sort,100,2096.9,43.89,,,0.01,,N/A (research),-0.27066540224434965,0.380794658210459,0.1229311671874354,257.8,12654.0,8800.4
Lichtsteiner 2008,DVS,sort,50,1048.5,31.72,,,0.01,,N/A (research),-0.2084242136873716,0.37923982627404257,0.12723050396897576,383.0,12654.0,9149.6
Lichtsteiner 2008,DVS,sort,20,419.4,24.17,,,0.01,,N/A (research),-0.13363363363363362,0.378511750556905,0.12014563658563486,626.4,12654.0,8953.0
DAVIS346,DVS,iou,1,21.0,10.02,,,0.01,,"~$3,000 (dev kit)",0.33187924766872134,0.334383104443026,0.2588446292308059,1191.4,12654.0,11115.8
DAVIS346,DVS,iou,2,41.9,10.05,,,0.01,,"~$3,000 (dev kit)",0.3340761814446025,0.33445145050086506,0.25666033320545345,1167.0,12654.0,11087.2
DAVIS346,DVS,iou,5,104.8,10.12,,,0.01,,"~$3,000 (dev kit)",0.32936620831357677,0.334630385172317,0.26108232730323805,1153.0,12654.0,11080.0
Lichtsteiner 2008,DVS,sort,2,41.9,19.64,,,0.01,,N/A (research),-0.04923344397028608,0.371977441070514,0.1464551372468993,763.6,12654.0,8303.0
Lichtsteiner 2008,DVS,sort,1,21.0,19.39,,,0.01,,N/A (research),-0.05049786628734001,0.3712918010308226,0.14533520808275982,758.6,12654.0,8292.0
DAVIS346,DVS,iou,10,209.7,10.25,,,0.01,,"~$3,000 (dev kit)",0.3259838786154575,0.3335699364710184,0.25300020485273844,1156.0,12654.0,11106.2
DAVIS346,DVS,iou,50,1048.5,11.24,,,0.01,,"~$3,000 (dev kit)",0.3292713766397977,0.3340208029512241,0.2592783871844775,1140.2,12654.0,11121.6
DAVIS346,DVS,iou,100,2096.9,12.49,,,0.01,,"~$3,000 (dev kit)",0.3333175280543702,0.333372477508612,0.26032335371821774,994.6,12654.0,11112.0
Lichtsteiner 2008,DVS,sort,10,209.7,21.66,,,0.01,,N/A (research),-0.07524893314367001,0.3739459623107727,0.13389988969242514,693.2,12654.0,8589.0
DAVIS346,DVS,iou,20,419.4,10.5,,,0.01,,"~$3,000 (dev kit)",0.33720562667931087,0.3341362755938918,0.25414803752153287,1197.2,12654.0,11069.0
DAVIS346,DVS,iou,200,4193.8,14.98,,,0.01,,"~$3,000 (dev kit)",0.3073810652758021,0.33740647958044867,0.2631132857866395,778.4,12654.0,11021.2
Lichtsteiner 2008,DVS,sort,5,104.8,20.4,,,0.01,,N/A (research),-0.05821084242136876,0.37205458740620523,0.1442033593413688,744.6,12654.0,8350.4
DAVIS346,DVS,iou,500,10484.5,22.45,,,0.01,,"~$3,000 (dev kit)",0.21858700806069226,0.3455972457701312,0.2535282830779807,545.4,12654.0,10807.8
Lichtsteiner 2008,DVS,sort,200,4193.8,27.39,,,0.03,,N/A (research),-0.24676782045203094,0.381950910317598,0.11999787135615618,324.4,12654.0,8893.4
Lichtsteiner 2008,DVS,sort,500,10484.5,27.39,,,0.03,,N/A (research),-0.2758021179073811,0.3879931649787934,0.11679264348325942,185.4,12654.0,8005.4
Lichtsteiner 2008,DVS,sort,50,1048.5,23.33,,,0.03,,N/A (research),-0.11016279437332073,0.3750809841110599,0.12864639417995455,635.8,12654.0,8872.6
Lichtsteiner 2008,DVS,sort,5,104.8,19.56,,,0.03,,N/A (research),-0.05361150624308517,0.37110714106072284,0.14613383582263667,753.8,12654.0,8283.0
DAVIS346,DVS,centroid,2,41.9,10.02,,,0.03,,"~$3,000 (dev kit)",0.2833570412517781,0.3350210950497694,0.29882844430063626,1341.6,12654.0,11931.2
DAVIS346,DVS,centroid,5,104.8,10.04,,,0.03,,"~$3,000 (dev kit)",0.2732890785522365,0.3351628774792266,0.29971323956156176,1365.0,12654.0,11953.6
DAVIS346,DVS,centroid,20,419.4,10.17,,,0.03,,"~$3,000 (dev kit)",0.28223486644539275,0.3351341139171777,0.30266000906448054,1433.6,12654.0,11958.6
